Date,Close
2013-01-02,60.384517669677734
2013-01-03,60.07003402709961
2013-01-04,59.8723258972168
2013-01-07,59.89030075073242
2013-01-08,59.773475646972656
2013-01-09,59.99811935424805
2013-01-10,60.3575553894043
2013-01-11,60.43842697143555
2013-01-14,60.16884231567383
2013-01-15,59.8723258972168
2013-01-16,60.114925384521484
2013-01-17,60.402503967285156
2013-01-18,60.267704010009766
2013-01-22,60.36654281616211
2013-01-23,60.73493957519531
2013-01-24,59.899295806884766
2013-01-25,60.20480728149414
2013-01-28,60.33958435058594
2013-01-29,60.34857940673828
2013-01-30,60.2227783203125
2013-01-31,60.08799743652344
2013-02-01,60.7978630065918
2013-02-04,59.737525939941406
2013-02-05,60.61815643310547
2013-02-06,60.42044448852539
2013-02-07,60.47437286376953
2013-02-08,61.09437561035156
2013-02-11,61.112361907958984
2013-02-12,60.86077880859375
2013-02-13,61.0764274597168
2013-02-14,61.058448791503906
2013-02-15,60.87873458862305
2013-02-19,61.31904983520508
2013-02-20,60.37553024291992
2013-02-21,59.72855758666992
2013-02-22,60.33060836791992
2013-02-25,59.584781646728516
2013-02-26,59.809425354003906
2013-02-27,60.42044448852539
2013-02-28,60.294647216796875
2013-03-01,60.5462532043457
2013-03-04,60.81582260131836
2013-03-05,61.714412689208984
2013-03-06,61.56166458129883
2013-03-07,61.7234001159668
2013-03-08,61.7952880859375
2013-03-11,61.975006103515625
2013-03-12,61.750370025634766
2013-03-13,61.66950225830078
2013-03-14,61.87614822387695
2013-03-15,61.70412826538086
2013-03-18,61.56904220581055
2013-03-19,61.45195007324219
2013-03-20,61.88425064086914
2013-03-21,61.1817512512207
2013-03-22,61.776180267333984
2013-03-25,61.551002502441406
2013-03-26,61.88425064086914
2013-03-27,61.96533203125
2013-03-28,62.11843490600586
2013-04-01,61.69512939453125
2013-04-02,62.181480407714844
2013-04-03,61.61407470703125
2013-04-04,61.632083892822266
2013-04-05,61.11869812011719
2013-04-08,61.44293212890625
2013-04-09,61.85723876953125
2013-04-10,63.06412887573242
2013-04-11,63.037113189697266
2013-04-12,62.99207305908203
2013-04-15,61.74917984008789
2013-04-16,62.56877517700195
2013-04-17,61.343841552734375
2013-04-18,60.49724197387695
2013-04-19,61.325843811035156
2013-04-22,61.95631790161133
2013-04-23,62.550750732421875
2013-04-24,62.52373123168945
2013-04-25,62.85696792602539
2013-04-26,62.65885925292969
2013-04-29,63.2352180480957
2013-04-30,63.694580078125
2013-05-01,63.39737319946289
2013-05-02,64.19896697998047
2013-05-03,64.95550537109375
2013-05-06,65.20770263671875
2013-05-07,65.17168426513672
2013-05-08,65.48690032958984
2013-05-09,65.3968276977539
2013-05-10,65.79313659667969
2013-05-13,65.87417602539062
2013-05-14,66.21646118164062
2013-05-15,66.3515396118164
2013-05-16,66.27945709228516
2013-05-17,66.91893768310547
2013-05-20,66.81985473632812
2013-05-21,66.89193725585938
2013-05-22,66.30650329589844
2013-05-23,66.15338897705078
2013-05-24,66.11735534667969
2013-05-28,66.5496826171875
2013-05-29,66.23443603515625
2013-05-30,66.5857162475586
2013-05-31,65.9732666015625
2013-06-03,66.0903549194336
2013-06-04,65.74807739257812
2013-06-05,64.89247131347656
2013-06-06,65.20770263671875
2013-06-07,66.099365234375
2013-06-10,66.12638092041016
2013-06-11,65.4688949584961
2013-06-12,64.71234130859375
2013-06-13,65.53193664550781
2013-06-14,65.09961700439453
2013-06-17,65.7301025390625
2013-06-18,66.27046966552734
2013-06-19,65.53193664550781
2013-06-20,63.97380065917969
2013-06-21,63.634056091308594
2013-06-24,63.001625061035156
2013-06-25,63.46240234375
2013-06-26,64.03163146972656
2013-06-27,64.30268859863281
2013-06-28,64.39301300048828
2013-07-01,64.79057312011719
2013-07-02,64.81768798828125
2013-07-03,65.0796890258789
2013-07-05,65.57661437988281
2013-07-08,65.63984680175781
2013-07-09,66.03739929199219
2013-07-10,66.41690826416016
2013-07-11,67.73600769042969
2013-07-12,68.03414154052734
2013-07-15,68.18778228759766
2013-07-16,68.09742736816406
2013-07-17,68.26908874511719
2013-07-18,68.09742736816406
2013-07-19,67.39268493652344
2013-07-22,67.5914535522461
2013-07-23,67.09451293945312
2013-07-24,67.31135559082031
2013-07-25,67.73600769042969
2013-07-26,68.09742736816406
2013-07-29,67.9709243774414
2013-07-30,68.3322982788086
2013-07-31,68.45880889892578
2013-08-01,69.15451049804688
2013-08-02,69.54302978515625
2013-08-05,69.58818054199219
2013-08-06,69.1725845336914
2013-08-07,69.04613494873047
2013-08-08,69.389404296875
2013-08-09,69.10932159423828
2013-08-12,69.27197265625
2013-08-13,69.66047668457031
2013-08-14,69.39844512939453
2013-08-15,68.2238998413086
2013-08-16,68.1968002319336
2013-08-19,68.0793228149414
2013-08-20,68.37747955322266
2013-08-21,68.142578125
2013-08-22,68.8111801147461
2013-08-23,69.27197265625
2013-08-26,69.30810546875
2013-08-27,67.88958740234375
2013-08-28,68.15162658691406
2013-08-29,68.63047790527344
2013-08-30,68.18778228759766
2013-09-03,68.57626342773438
2013-09-04,69.30810546875
2013-09-05,69.42556762695312
2013-09-06,69.50688171386719
2013-09-09,70.32003784179688
2013-09-10,70.66339874267578
2013-09-11,70.52781677246094
2013-09-12,70.482666015625
2013-09-13,70.52781677246094
2013-09-16,70.33810424804688
2013-09-17,70.80794525146484
